ESTADO_DE_RESULTADOS,TRANSACCION,NEGOCIO,FECHA,PROVEEDOR,IMPORTE,CATEGORIA,CATEGORIA_ORIG,DESCRIPCION
Ventas,Ingreso,LA CASA DE ADOBE,01/06/2025,,21427.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,01/06/2025,,8754.4,PAGO CON TARJETA,PAGO CON TARJETA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/06/2025,,20562.2,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/06/2025,,479.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/06/2025,,100.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,02/06/2025,,6434.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,02/06/2025,,1162.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/06/2025,,32.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/06/2025,,4782.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/06/2025,,47.2,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,03/06/2025,,16683.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,03/06/2025,,4762.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/06/2025,,2380.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/06/2025,,8085.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/06/2025,,343.7,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,04/06/2025,,10826.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,04/06/2025,,865.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,04/06/2025,,264.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,,2022.55,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,,48.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/06/2025,,49.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,05/06/2025,,7697.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,05/06/2025,,2843.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,05/06/2025,,240.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,05/06/2025,,630.02,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/06/2025,,455.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/06/2025,,207.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,06/06/2025,,6606.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,06/06/2025,,7028.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,,1704.5,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,,1183.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,,40.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/06/2025,,184.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/06/2025,,294.4,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,07/06/2025,,12725.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,07/06/2025,,8126.1,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,07/06/2025,,356.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/06/2025,,95.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/06/2025,,340.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/06/2025,,475.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/06/2025,,1900.0,GAS,GAS,
Ventas,Ingreso,LA CASA DE ADOBE,08/06/2025,,12695.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,08/06/2025,,9217.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,08/06/2025,,334.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/06/2025,,560.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/06/2025,,487.5,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/06/2025,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,09/06/2025,,6386.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,09/06/2025,,2346.8,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,09/06/2025,,134.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,09/06/2025,,2030.15,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,09/06/2025,,228.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/06/2025,,75.8,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,10/06/2025,,7164.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,10/06/2025,,4586.3,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,10/06/2025,,408.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,,49.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,,239.3,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,11/06/2025,,9762.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,11/06/2025,,3981.7,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,11/06/2025,,170.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/06/2025,,1769.7,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/06/2025,,80.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/06/2025,,450.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/06/2025,,320.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/06/2025,,318.7,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/06/2025,,35.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,12/06/2025,,7969.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,12/06/2025,,2726.85,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,,393.4,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,,215.98,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,,19.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/06/2025,,282.85,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/06/2025,,3600.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/06/2025,,20.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,13/06/2025,,6019.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,13/06/2025,,3950.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,13/06/2025,,154.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/06/2025,,1558.4,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/06/2025,,22.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/06/2025,,40.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/06/2025,,50.0,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/06/2025,,220.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/06/2025,,1900.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,14/06/2025,,13983.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,14/06/2025,,4571.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,,61.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,,976.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,,288.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,,300.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/06/2025,,769.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/06/2025,,326.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/06/2025,,150.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,15/06/2025,,28145.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,15/06/2025,,18554.2,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,15/06/2025,,7916.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/06/2025,,705.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/06/2025,,132.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/06/2025,,19368.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/06/2025,,1125.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/06/2025,,1650.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/06/2025,,1700.0,INVERSIONES,INVERSIONES,
Ventas,Ingreso,LA CASA DE ADOBE,16/06/2025,,9118.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,16/06/2025,,5704.8,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,16/06/2025,,804.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,16/06/2025,,1010.0,HUEVOS,HUEVOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,,600.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,,4282.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,,257.8,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,17/06/2025,,11800.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,17/06/2025,,3322.3,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,17/06/2025,,224.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/06/2025,,11545.2,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/06/2025,,227.3,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,18/06/2025,,6499.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,18/06/2025,,6984.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,18/06/2025,,129.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,18/06/2025,,272.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/06/2025,,4182.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/06/2025,,425.8,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,19/06/2025,,7552.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,19/06/2025,,4466.4,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,19/06/2025,,120.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/06/2025,,789.75,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/06/2025,,200.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/06/2025,,4182.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/06/2025,,138.4,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,20/06/2025,,6866.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,20/06/2025,,7364.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/06/2025,,1596.7,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,20/06/2025,,1905.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/06/2025,,72.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/06/2025,,150.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/06/2025,,129.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/06/2025,,443.05,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/06/2025,,25.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,21/06/2025,,9846.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,21/06/2025,,6620.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,21/06/2025,,40.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/06/2025,,1000.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/06/2025,,229.4,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,22/06/2025,,17256.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,22/06/2025,,6378.5,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/06/2025,,50.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,22/06/2025,,949.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/06/2025,,66.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/06/2025,,670.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/06/2025,,339.5,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,23/06/2025,,5880.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,23/06/2025,,5685.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/06/2025,,1584.75,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/06/2025,,330.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/06/2025,,1000.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,24/06/2025,,7344.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,24/06/2025,,3869.7,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,24/06/2025,,124.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,24/06/2025,,40.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,24/06/2025,,72.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,24/06/2025,,199.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/06/2025,,268.7,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,25/06/2025,,5758.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,25/06/2025,,4027.4,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,25/06/2025,,712.8,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/06/2025,,342.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/06/2025,,291.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/06/2025,,1900.0,GAS,GAS,
Ventas,Ingreso,LA CASA DE ADOBE,26/06/2025,,7565.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,26/06/2025,,8020.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,26/06/2025,,486.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/06/2025,,20.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,26/06/2025,,2155.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/06/2025,,394.6,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/06/2025,,469.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/06/2025,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,27/06/2025,,7351.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,27/06/2025,,16088.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/06/2025,,1392.3,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/06/2025,,99.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/06/2025,,805.4,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,28/06/2025,,16075.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,28/06/2025,,2947.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/06/2025,,296.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/06/2025,,199.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/06/2025,,335.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/06/2025,,194.6,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,29/06/2025,,15355.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,29/06/2025,,9576.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,29/06/2025,,239.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/06/2025,,68.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/06/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/06/2025,,830.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/06/2025,,208.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/06/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/06/2025,,10000.0,INVERSIONES,INVERSIONES,
Ventas,Ingreso,LA CASA DE ADOBE,30/06/2025,,9527.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,30/06/2025,,1620.7,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,30/06/2025,,1114.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/06/2025,,8695.8,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/06/2025,,210.7,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,01/07/2025,,14252.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,01/07/2025,,5091.9,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/07/2025,,965.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/07/2025,,56.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/07/2025,,11817.8,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/07/2025,,313.9,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,02/07/2025,,8749.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,02/07/2025,,5403.8,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,02/07/2025,,278.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/07/2025,,7663.2,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/07/2025,,234.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,03/07/2025,,9648.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,03/07/2025,,6764.65,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,03/07/2025,,249.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/07/2025,,1411.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/07/2025,,630.0,CERVEZAS,CERVEZAS,
