ESTADO_DE_RESULTADOS,TRANSACCION,NEGOCIO,FECHA,PROVEEDOR,IMPORTE,CATEGORIA,CATEGORIA_ORIG,DESCRIPCION
Costo de Venta,Egreso,UNACH,26/01/2026,,823.0,SNACKS,SNACKS,
Costo de Venta,Egreso,UNACH,26/01/2026,,939.5,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Ventas,Ingreso,UNACH,27/01/2026,,11880.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,27/01/2026,,2593.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,27/01/2026,,332.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,28/01/2026,,10140.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,28/01/2026,,4403.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,28/01/2026,,257.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,29/01/2026,,13021.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,29/01/2026,,4265.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,29/01/2026,,217.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,29/01/2026,,80.0,LACTEOS,LACTEOS,
Ventas,Ingreso,UNACH,30/01/2026,,9671.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,30/01/2026,,3297.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,30/01/2026,,482.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,30/01/2026,,270.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,UNACH,30/01/2026,,360.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,UNACH,30/01/2026,,1000.0,GAS,GAS,
Ventas,Ingreso,UNACH,31/01/2026,,791.5,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,31/01/2026,,204.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,03/02/2026,,10953.5,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,03/02/2026,,2160.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,03/02/2026,,627.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,04/02/2026,,11271.8,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,04/02/2026,,3075.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,04/02/2026,,622.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,04/02/2026,,715.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,UNACH,04/02/2026,,781.92,SNACKS,SNACKS,
Costo de Venta,Egreso,UNACH,04/02/2026,,1267.71,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,UNACH,04/02/2026,,57.0,PAPELERIA,PAPELERIA,
Ventas,Ingreso,UNACH,05/02/2026,,11235.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,05/02/2026,,3390.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,05/02/2026,,589.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,05/02/2026,,75.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,UNACH,05/02/2026,,610.22,SNACKS,SNACKS,
Gasto Operativo,Egreso,UNACH,05/02/2026,,167.0,LIMPIEZA,LIMPIEZA,
Gasto Operativo,Egreso,UNACH,05/02/2026,,200.0,OTROS GASTOS,OTROS GASTOS,
Ventas,Ingreso,UNACH,06/02/2026,,9787.4,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,06/02/2026,,3918.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,06/02/2026,,663.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,06/02/2026,,325.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,UNACH,06/02/2026,,378.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,UNACH,06/02/2026,,953.64,GAS,GAS,
Gasto Operativo,Egreso,UNACH,06/02/2026,,700.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,UNACH,07/02/2026,,1876.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,07/02/2026,,308.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,07/02/2026,,22.5,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,09/02/2026,,9885.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,09/02/2026,,2700.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,09/02/2026,,481.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,09/02/2026,,420.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,UNACH,09/02/2026,,165.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,UNACH,09/02/2026,,22.0,OTROS GASTOS,OTROS GASTOS,
Ventas,Ingreso,UNACH,10/02/2026,,10954.6,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,10/02/2026,,2878.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,10/02/2026,,606.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,UNACH,10/02/2026,,63.0,OTROS GASTOS,OTROS GASTOS,
Ventas,Ingreso,UNACH,11/02/2026,,11820.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,11/02/2026,,11402.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,11/02/2026,,418.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,12/02/2026,,10037.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,12/02/2026,,2877.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,12/02/2026,,65.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,12/02/2026,,1095.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,UNACH,12/02/2026,,1561.0,ABARROTES,ABARROTES,
Ventas,Ingreso,UNACH,13/02/2026,,8790.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,13/02/2026,,2340.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,13/02/2026,,1339.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,13/02/2026,,1742.4,ABARROTES,ABARROTES,
Costo de Venta,Egreso,UNACH,13/02/2026,,91.54,PLASTICOS,PLASTICOS,
Ventas,Ingreso,UNACH,14/02/2026,,1381.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,14/02/2026,,314.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,16/02/2026,,10219.1,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,16/02/2026,,2605.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,16/02/2026,,166.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,16/02/2026,,903.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,UNACH,16/02/2026,,804.5,SNACKS,SNACKS,
Costo de Venta,Egreso,UNACH,16/02/2026,,1010.41,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,UNACH,16/02/2026,,155.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,UNACH,16/02/2026,,32.0,NOMINAS,NOMINAS,
Ventas,Ingreso,UNACH,17/02/2026,,10582.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,17/02/2026,,3984.36,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,17/02/2026,,660.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,17/02/2026,,1088.0,SNACKS,SNACKS,
Gasto Operativo,Egreso,UNACH,17/02/2026,,88.0,PAPELERIA,PAPELERIA,
Costo de Venta,Egreso,UNACH,17/02/2026,,250.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,UNACH,17/02/2026,,1000.0,GAS,GAS,
Ventas,Ingreso,UNACH,18/02/2026,,11248.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,18/02/2026,,2852.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,18/02/2026,,295.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,19/02/2026,,11024.5,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,19/02/2026,,4433.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,19/02/2026,,711.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,19/02/2026,,544.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,UNACH,19/02/2026,,522.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,UNACH,19/02/2026,,674.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,UNACH,19/02/2026,,110.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Ventas,Ingreso,UNACH,20/02/2026,,7685.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,20/02/2026,,2774.8,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,20/02/2026,,478.5,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,20/02/2026,,525.38,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,UNACH,20/02/2026,,1953.0,ABARROTES,ABARROTES,
Ventas,Ingreso,UNACH,21/02/2026,,1813.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,21/02/2026,,401.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,21/02/2026,,50.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,23/02/2026,,5889.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,23/02/2026,,832.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,23/02/2026,,448.4,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,23/02/2026,,129.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,UNACH,23/02/2026,,442.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Ventas,Ingreso,UNACH,24/02/2026,,12282.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,24/02/2026,,4615.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,24/02/2026,,423.0,TRANSFERENCIAS,TRANSFERENCIAS,
Ventas,Ingreso,UNACH,25/02/2026,,11770.1,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,25/02/2026,,4787.9,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,25/02/2026,,390.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,25/02/2026,,835.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,UNACH,25/02/2026,,1644.0,SNACKS,SNACKS,
Costo de Venta,Egreso,UNACH,25/02/2026,,1988.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,UNACH,25/02/2026,,800.0,GAS,GAS,
Ventas,Ingreso,UNACH,26/02/2026,,10793.8,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,26/02/2026,,4004.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,26/02/2026,,226.51,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,26/02/2026,,136.3,TORTILLAS,TORTILLAS,
Ventas,Ingreso,UNACH,27/02/2026,,8923.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,UNACH,27/02/2026,,3668.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,UNACH,27/02/2026,,410.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,UNACH,27/02/2026,,360.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,UNACH,27/02/2026,,415.5,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Ventas,Ingreso,UNACH,28/02/2026,,279.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/06/2025,NOTA,1495.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/06/2025,PEMEX,1666.67,GASOLINA,GASOLINA,
Gasto Operativo,Egreso,CRIT,01/06/2025,PEMEX,1666.67,GASOLINA,GASOLINA,
Gasto Operativo,Egreso,ANDES,01/06/2025,PEMEX,1666.67,GASOLINA,GASOLINA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/06/2025,CENTRAL DE ALARMAS INTERNACIONALES,406.0,SEGURIDAD Y VIGILANCIA,SEGURIDAD Y VIGILANCIA,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/06/2025,LOS COLOCHOS,360.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/06/2025,NOTA,189.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,02/06/2025,NOTA,125.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/06/2025,NOTA,1026.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,03/06/2025,NOTA,1452.65,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,03/06/2025,QUESAFRAN,472.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,CRIT,03/06/2025,ROSARIO POLLO,516.86,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,03/06/2025,SAMS,1419.04,REFRESCOS,REFRESCOS,
Costo de Venta,Egreso,CRIT,03/06/2025,SAMS,1870.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,EL CONEJO ROJO,1775.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,SAMS,3974.22,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,SAMS,1746.9,REFRESCOS,REFRESCOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/06/2025,WALMART,460.0,REFRESCOS,REFRESCOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/06/2025,ING ADO,800.0,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,CRIT,05/06/2025,WALMART,1976.11,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,CRIT,05/06/2025,CRIT,5000.0,RENTA,RENTA,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,DOÑA OFELIA,2627.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,06/06/2025,JUAN MARIMBA,1470.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,LA FRAILESCA,152.25,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,LA TUXTLECA,130.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,LA TUXTLECA,341.5,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,LOS COLOCHOS,360.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,NOTA,2640.0,MARISCOS,MARISCOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,NOTA,89.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,ROSARIO POLLO,285.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,SAMS,1688.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,SAMS,1436.02,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/06/2025,SUKARNE,710.9,CARNES,CARNES,
Costo de Venta,Egreso,ANDES,07/06/2025,CARNEMART,580.68,CARNES,CARNES,
Costo de Venta,Egreso,ANDES,07/06/2025,DON WERO,150.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,ANDES,07/06/2025,LA HOJALDRA,100.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,ANDES,07/06/2025,LOS COLOCHOS,202.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,ANDES,07/06/2025,NOTA,152.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,07/06/2025,NOTA,916.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,07/06/2025,SAMS,4085.39,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,09/06/2025,CARNEMART,1822.0,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/06/2025,DON LENIN,1200.0,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,CRIT,09/06/2025,LOS COLOCHOS,360.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,CRIT,09/06/2025,NOTA,420.0,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,09/06/2025,NOTA,46.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,09/06/2025,NOTA,1001.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,09/06/2025,PITICO,756.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,09/06/2025,POLLOS YUVE,812.0,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,09/06/2025,SAMS,7691.64,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,09/06/2025,SAMS,1073.88,REFRESCOS,REFRESCOS,
Costo de Venta,Egreso,CRIT,09/06/2025,WALMART,190.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,COLORES LIQUIDOS,2521.83,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,MARIA EUGENIA (CRISTALERIA MONTERREY),618.0,COMPRA DE EQUIPO,COMPRA DE EQUIPO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/06/2025,PANELES TEXTURAS Y ACABADOS,7825.28,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,ANDES,11/06/2025,LA FRAILESCA,477.09,CARNES,CARNES,
Costo de Venta,Egreso,ANDES,11/06/2025,LA HOJALDRA,150.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,ANDES,11/06/2025,LA HOJALDRA,150.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/06/2025,NOTA,3368.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,11/06/2025,NOTA,290.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,11/06/2025,NOTA,328.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,ANDES,11/06/2025,ROSARIO POLLO,517.65,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/06/2025,SAMS,2295.0,COMPRA DE EQUIPO,COMPRA DE EQUIPO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/06/2025,VANESSA GUERRERO,3500.0,EQUIPO PARA EL PERSONAL,EQUIPO PARA EL PERSONAL,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,CARNICERIA SAN JUAN,116.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,EL CONEJO ROJO,1675.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/06/2025,ING ISRAEL JARAMILLO,3400.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/06/2025,ING ISRAEL JARAMILLO,4000.0,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,ROSARIO POLLO,285.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,SAMS,3043.71,REFRESCOS,REFRESCOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/06/2025,SAMS,7590.7,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/06/2025,ING ISRAEL JARAMILLO,2600.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,ANDES,13/06/2025,ING ISRAEL JARAMILLO,2400.0,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/06/2025,NOTA,4936.0,MARISCOS,MARISCOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/06/2025,COLORES LIQUIDOS,7503.79,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/06/2025,DON LENIN,2800.0,MANTENIMIENTO,MANTENIMIENTO,
Costo de Venta,Egreso,ANDES,14/06/2025,DON WERO,150.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,DOÑA OFELIA,3221.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,14/06/2025,LA FRAILESCA,926.6,CARNES,CARNES,
Costo de Venta,Egreso,ANDES,14/06/2025,LOS COLOCHOS,288.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,NOTA,432.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,NOTA,205.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,ANDES,14/06/2025,NOTA,601.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,ANDES,14/06/2025,PITICO,100.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,ANDES,14/06/2025,SAMS,3308.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/06/2025,SUKARNE,208.49,CARNES,CARNES,
Costo de Venta,Egreso,ANDES,16/06/2025,ABARROTES MICHEL,124.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,16/06/2025,CARNEMART,1700.92,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/06/2025,CENTRAL DE ALARMAS INTERNACIONALES,1160.0,SEGURIDAD Y VIGILANCIA,SEGURIDAD Y VIGILANCIA,
Costo de Venta,Egreso,ANDES,16/06/2025,EL CONEJO FELIZ,336.96,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,16/06/2025,LA HOJALDRA,100.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,ANDES,16/06/2025,NOTA,972.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,16/06/2025,NOTA,375.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,CRIT,16/06/2025,POLLOS YUVE,1195.0,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,16/06/2025,QUESAFRAN,590.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,CRIT,16/06/2025,SAMS,6487.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,CRIT,17/06/2025,IMSS,4417.86,IMSS,IMSS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/06/2025,ARFE,294.4,LIMPIEZA,LIMPIEZA,
Costo de Venta,Egreso,CRIT,18/06/2025,CARNEMART,1539.45,CARNES,CARNES,
Costo de Venta,Egreso,CRIT,18/06/2025,DOÑA OFELIA,52.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,18/06/2025,GALICIA,50.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,CRIT,18/06/2025,LA FRAILESCA,793.26,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,18/06/2025,NOTA,204.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,18/06/2025,NOTA,2087.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,18/06/2025,QUESAFRAN,236.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,CRIT,18/06/2025,SAMS,1433.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,CRIT,19/06/2025,CANDIFER,450.0,ABARROTES,ABARROTES,
